transaction_id,grant_no,cost_center,program_area,category,fiscal_year,quarter,budget_allocated,actual_expenditure,execution_rate,variance,status,batch_id
FIN-100180,ONRD-2020-DEWX-00060,ONR-Corporate,Directed Energy,Travel,2020,Q3,13762.22,14612.9,106.2,-850.68,Closed,seed-initial-2026
FIN-100181,ONRD-2020-DEWX-00061,Code-35,Directed Energy,Supplies,2020,Q2,158607.81,168658.06,106.3,-10050.25,Closed,seed-initial-2026
FIN-100182,ONRD-2020-DEWX-00061,Code-35,Directed Energy,Training,2020,Q2,265413.06,271433.83,102.3,-6020.77,Closed,seed-initial-2026
FIN-100183,ONRD-2020-DEWX-00061,Code-35,Directed Energy,Facilities,2020,Q1,279979.13,256517.97,91.6,23461.16,Closed,seed-initial-2026
FIN-100184,ONRD-2020-AIML-00062,Code-31,AI/ML,Supplies,2020,Q1,506657.64,496860.02,98.1,9797.62,Closed,seed-initial-2026
FIN-100185,ONRD-2020-AIML-00062,Code-31,AI/ML,Travel,2020,Q4,2134264.6,2111017.83,98.9,23246.77,Closed,seed-initial-2026
FIN-100186,ONRD-2020-AIML-00062,Code-31,AI/ML,Other Direct Costs,2020,Q3,101077.76,95968.97,94.9,5108.79,Closed,seed-initial-2026
FIN-100187,ONRD-2020-QNTM-00063,Code-30,Quantum,Travel,2020,Q3,293303.46,232426.18,79.2,60877.28,Closed,seed-initial-2026
FIN-100188,ONRD-2020-QNTM-00063,Code-30,Quantum,Travel,2020,Q3,265206.23,201141.71,75.8,64064.52,Closed,seed-initial-2026
FIN-100189,ONRD-2020-QNTM-00063,Code-30,Quantum,Facilities,2020,Q4,66490.31,65872.59,99.1,617.72,Closed,seed-initial-2026
FIN-100190,ONRD-2020-AIML-00064,Code-30,AI/ML,Travel,2020,Q3,428833.05,310372.31,72.4,118460.74,Closed,seed-initial-2026
FIN-100191,ONRD-2020-AIML-00064,Code-30,AI/ML,Travel,2020,Q2,104323.54,91065.33,87.3,13258.21,Closed,seed-initial-2026
FIN-100192,ONRD-2020-AIML-00064,Code-30,AI/ML,Equipment,2020,Q3,429843.41,372470.1,86.7,57373.31,Closed,seed-initial-2026
FIN-100193,ONRD-2020-DEWX-00065,Code-30,Directed Energy,Other Direct Costs,2020,Q4,147316.91,112587.73,76.4,34729.18,Closed,seed-initial-2026
FIN-100194,ONRD-2020-DEWX-00065,Code-30,Directed Energy,Other Direct Costs,2020,Q1,72222.22,58973.93,81.7,13248.29,Closed,seed-initial-2026
FIN-100195,ONRD-2020-DEWX-00065,Code-30,Directed Energy,Personnel,2020,Q1,51460.87,42314.53,82.2,9146.34,Closed,seed-initial-2026
FIN-100196,ONRD-2020-AIML-00066,Code-31,AI/ML,Training,2020,Q1,452801.12,431258.57,95.2,21542.55,Closed,seed-initial-2026
FIN-100197,ONRD-2020-AIML-00066,Code-31,AI/ML,Facilities,2020,Q4,354528.9,346668.26,97.8,7860.64,Closed,seed-initial-2026
FIN-100198,ONRD-2020-AIML-00066,Code-31,AI/ML,Equipment,2020,Q2,550669.98,435399.73,79.1,115270.25,Closed,seed-initial-2026
FIN-100199,ONRD-2020-MATL-00067,Code-34,Materials,Contractors,2020,Q4,177245.96,143141.62,80.8,34104.34,Closed,seed-initial-2026
FIN-100200,ONRD-2020-MATL-00067,Code-34,Materials,Contractors,2020,Q4,1159864.33,1055119.24,91.0,104745.09,Closed,seed-initial-2026
FIN-100201,ONRD-2020-MATL-00067,Code-34,Materials,Contractors,2020,Q2,1093889.71,929535.91,85.0,164353.8,Closed,seed-initial-2026
FIN-100202,ONRD-2020-AIML-00068,Code-30,AI/ML,Personnel,2020,Q1,302427.03,231913.62,76.7,70513.41,Closed,seed-initial-2026
FIN-100203,ONRD-2020-AIML-00068,Code-30,AI/ML,Contractors,2020,Q4,250439.07,252282.28,100.7,-1843.21,Closed,seed-initial-2026
FIN-100204,ONRD-2020-AIML-00068,Code-30,AI/ML,Training,2020,Q1,26133.9,22990.99,88.0,3142.91,Closed,seed-initial-2026
FIN-100205,ONRD-2021-BIOT-00069,Code-30,Biotech,Supplies,2021,Q1,159707.6,142388.71,89.2,17318.89,Closed,seed-initial-2026
FIN-100206,ONRD-2021-BIOT-00069,Code-30,Biotech,Personnel,2021,Q4,213961.17,196511.86,91.8,17449.31,Closed,seed-initial-2026
FIN-100207,ONRD-2021-BIOT-00069,Code-30,Biotech,Training,2021,Q4,20331.24,20414.14,100.4,-82.9,Closed,seed-initial-2026
FIN-100208,ONRD-2021-AUTO-00070,Code-30,Autonomy,Equipment,2021,Q1,801665.82,816063.63,101.8,-14397.81,Closed,seed-initial-2026
FIN-100209,ONRD-2021-AUTO-00070,Code-30,Autonomy,Travel,2021,Q1,3030754.1,2886762.84,95.2,143991.26,Closed,seed-initial-2026
FIN-100210,ONRD-2021-AUTO-00070,Code-30,Autonomy,Supplies,2021,Q1,1345580.07,975662.78,72.5,369917.29,Closed,seed-initial-2026
FIN-100211,ONRD-2021-CYBR-00071,Code-30,Cyber,Facilities,2021,Q3,21563.79,22041.59,102.2,-477.8,Closed,seed-initial-2026
FIN-100212,ONRD-2021-CYBR-00071,Code-30,Cyber,Contractors,2021,Q3,22781.08,23210.36,101.9,-429.28,Closed,seed-initial-2026
FIN-100213,ONRD-2021-CYBR-00071,Code-30,Cyber,Contractors,2021,Q4,18655.13,18499.42,99.2,155.71,Closed,seed-initial-2026
FIN-100214,ONRD-2021-MATL-00072,Code-30,Materials,Other Direct Costs,2021,Q4,180282.04,180936.99,100.4,-654.95,Closed,seed-initial-2026
FIN-100215,ONRD-2021-MATL-00072,Code-30,Materials,Supplies,2021,Q1,70143.53,71806.77,102.4,-1663.24,Closed,seed-initial-2026
FIN-100216,ONRD-2021-MATL-00072,Code-30,Materials,Personnel,2021,Q4,176574.42,131895.26,74.7,44679.16,Closed,seed-initial-2026
FIN-100217,ONRD-2021-CYBR-00073,Code-35,Cyber,Other Direct Costs,2021,Q1,1541206.62,1317139.39,85.5,224067.23,Closed,seed-initial-2026
FIN-100218,ONRD-2021-CYBR-00073,Code-35,Cyber,Training,2021,Q3,2660461.52,2637799.46,99.1,22662.06,Closed,seed-initial-2026
FIN-100219,ONRD-2021-CYBR-00073,Code-35,Cyber,Supplies,2021,Q3,2805331.86,2364716.28,84.3,440615.58,Closed,seed-initial-2026
FIN-100220,ONRD-2021-MATL-00074,Code-30,Materials,Other Direct Costs,2021,Q4,1268201.54,1058320.99,83.5,209880.55,Closed,seed-initial-2026
FIN-100221,ONRD-2021-MATL-00074,Code-30,Materials,Other Direct Costs,2021,Q3,5377019.89,4278699.1,79.6,1098320.79,Closed,seed-initial-2026
FIN-100222,ONRD-2021-MATL-00074,Code-30,Materials,Equipment,2021,Q1,692778.57,553104.7,79.8,139673.87,Closed,seed-initial-2026
FIN-100223,ONRD-2021-MATL-00075,Code-31,Materials,Supplies,2021,Q1,93958.17,76607.86,81.5,17350.31,Closed,seed-initial-2026
FIN-100224,ONRD-2021-MATL-00075,Code-31,Materials,Personnel,2021,Q3,527088.31,443144.46,84.1,83943.85,Closed,seed-initial-2026
FIN-100225,ONRD-2021-MATL-00075,Code-31,Materials,Facilities,2021,Q1,307953.52,313482.83,101.8,-5529.31,Closed,seed-initial-2026
FIN-100226,ONRD-2021-DEWX-00076,Code-30,Directed Energy,Personnel,2021,Q1,225059.56,168682.96,75.0,56376.6,Closed,seed-initial-2026
FIN-100227,ONRD-2021-DEWX-00076,Code-30,Directed Energy,Contractors,2021,Q4,188621.32,143485.89,76.1,45135.43,Closed,seed-initial-2026
FIN-100228,ONRD-2021-DEWX-00076,Code-30,Directed Energy,Contractors,2021,Q4,9319.12,7652.98,82.1,1666.14,Closed,seed-initial-2026
FIN-100229,ONRD-2021-AIML-00077,Code-30,AI/ML,Facilities,2021,Q2,375486.89,274895.07,73.2,100591.82,Closed,seed-initial-2026
FIN-100230,ONRD-2021-AIML-00077,Code-30,AI/ML,Travel,2021,Q4,44839.99,36845.22,82.2,7994.77,Closed,seed-initial-2026
FIN-100231,ONRD-2021-AIML-00077,Code-30,AI/ML,Contractors,2021,Q3,564673.11,503436.71,89.2,61236.4,Closed,seed-initial-2026
FIN-100232,ONRD-2021-DEWX-00078,Code-30,Directed Energy,Personnel,2021,Q3,180970.89,141857.96,78.4,39112.93,Closed,seed-initial-2026
FIN-100233,ONRD-2021-DEWX-00078,Code-30,Directed Energy,Training,2021,Q3,175359.9,165089.4,94.1,10270.5,Closed,seed-initial-2026
FIN-100234,ONRD-2021-DEWX-00078,Code-30,Directed Energy,Supplies,2021,Q4,68669.21,52187.99,76.0,16481.22,Closed,seed-initial-2026
FIN-100235,ONRD-2021-AUTO-00079,Code-35,Autonomy,Training,2021,Q2,137924.65,142255.43,103.1,-4330.78,Closed,seed-initial-2026
FIN-100236,ONRD-2021-AUTO-00079,Code-35,Autonomy,Travel,2021,Q2,188505.93,145861.82,77.4,42644.11,Closed,seed-initial-2026
FIN-100237,ONRD-2021-AUTO-00079,Code-35,Autonomy,Training,2021,Q4,148569.42,145290.25,97.8,3279.17,Closed,seed-initial-2026
FIN-100238,ONRD-2021-QNTM-00080,Code-32,Quantum,Supplies,2021,Q4,80186.59,58392.97,72.8,21793.62,Closed,seed-initial-2026
FIN-100239,ONRD-2021-QNTM-00080,Code-32,Quantum,Facilities,2021,Q2,18901.78,14700.12,77.8,4201.66,Closed,seed-initial-2026
FIN-100240,ONRD-2021-QNTM-00080,Code-32,Quantum,Supplies,2021,Q3,90911.63,66420.17,73.1,24491.46,Closed,seed-initial-2026
FIN-100241,ONRD-2021-AIML-00081,Code-31,AI/ML,Other Direct Costs,2021,Q2,206511.82,213613.4,103.4,-7101.58,Closed,seed-initial-2026
FIN-100242,ONRD-2021-AIML-00081,Code-31,AI/ML,Travel,2021,Q3,172081.16,142158.53,82.6,29922.63,Closed,seed-initial-2026
FIN-100243,ONRD-2021-AIML-00081,Code-31,AI/ML,Equipment,2021,Q1,217407.02,215207.43,99.0,2199.59,Closed,seed-initial-2026
FIN-100244,ONRD-2021-CYBR-00082,Code-34,Cyber,Supplies,2021,Q3,896186.8,916014.2,102.2,-19827.4,Closed,seed-initial-2026
FIN-100245,ONRD-2021-CYBR-00082,Code-34,Cyber,Supplies,2021,Q1,284202.58,253704.57,89.3,30498.01,Closed,seed-initial-2026
FIN-100246,ONRD-2021-CYBR-00082,Code-34,Cyber,Supplies,2021,Q3,785610.62,672209.94,85.6,113400.68,Closed,seed-initial-2026
FIN-100247,ONRD-2021-AIML-00083,Code-31,AI/ML,Facilities,2021,Q2,48626.5,46715.7,96.1,1910.8,Closed,seed-initial-2026
FIN-100248,ONRD-2021-AIML-00083,Code-31,AI/ML,Facilities,2021,Q3,283171.45,235281.4,83.1,47890.05,Closed,seed-initial-2026
FIN-100249,ONRD-2021-AIML-00083,Code-31,AI/ML,Personnel,2021,Q4,575202.05,505281.65,87.8,69920.4,Closed,seed-initial-2026
FIN-100250,ONRD-2021-AUTO-00084,ONR-Corporate,Autonomy,Facilities,2021,Q3,288820.52,276519.64,95.7,12300.88,Closed,seed-initial-2026
FIN-100251,ONRD-2021-AUTO-00084,ONR-Corporate,Autonomy,Training,2021,Q2,161845.23,127376.46,78.7,34468.77,Closed,seed-initial-2026
FIN-100252,ONRD-2021-AUTO-00084,ONR-Corporate,Autonomy,Personnel,2021,Q4,258334.25,233071.02,90.2,25263.23,Closed,seed-initial-2026
FIN-100253,ONRD-2021-USEA-00085,ONR-Corporate,Undersea,Other Direct Costs,2021,Q4,148793.2,138050.41,92.8,10742.79,Closed,seed-initial-2026
FIN-100254,ONRD-2021-USEA-00085,ONR-Corporate,Undersea,Other Direct Costs,2021,Q2,111286.21,98811.64,88.8,12474.57,Closed,seed-initial-2026
FIN-100255,ONRD-2021-USEA-00085,ONR-Corporate,Undersea,Contractors,2021,Q2,129920.6,135131.78,104.0,-5211.18,Closed,seed-initial-2026
FIN-100256,ONRD-2021-AIML-00086,Code-30,AI/ML,Supplies,2021,Q3,167461.03,171272.19,102.3,-3811.16,Closed,seed-initial-2026
FIN-100257,ONRD-2021-AIML-00086,Code-30,AI/ML,Equipment,2021,Q4,19270.49,16329.01,84.7,2941.48,Closed,seed-initial-2026
FIN-100258,ONRD-2021-AIML-00086,Code-30,AI/ML,Travel,2021,Q1,35268.47,37371.15,106.0,-2102.68,Closed,seed-initial-2026
FIN-100259,ONRD-2021-MATL-00087,Code-32,Materials,Facilities,2021,Q3,879530.13,685253.07,77.9,194277.06,Closed,seed-initial-2026
FIN-100260,ONRD-2021-MATL-00087,Code-32,Materials,Other Direct Costs,2021,Q1,525920.58,494397.61,94.0,31522.97,Closed,seed-initial-2026
FIN-100261,ONRD-2021-MATL-00087,Code-32,Materials,Training,2021,Q4,1548549.29,1650909.87,106.6,-102360.58,Closed,seed-initial-2026
FIN-100262,ONRD-2021-BIOT-00088,Code-30,Biotech,Supplies,2021,Q3,136000.73,142839.12,105.0,-6838.39,Closed,seed-initial-2026
FIN-100263,ONRD-2021-BIOT-00088,Code-30,Biotech,Supplies,2021,Q4,139983.74,129813.23,92.7,10170.51,Closed,seed-initial-2026
FIN-100264,ONRD-2021-BIOT-00088,Code-30,Biotech,Other Direct Costs,2021,Q3,92015.53,79829.63,86.8,12185.9,Closed,seed-initial-2026
FIN-100265,ONRD-2021-AUTO-00089,ONR-Corporate,Autonomy,Training,2021,Q3,87358.43,91326.63,104.5,-3968.2,Closed,seed-initial-2026
FIN-100266,ONRD-2021-AUTO-00089,ONR-Corporate,Autonomy,Travel,2021,Q3,126547.4,114895.18,90.8,11652.22,Closed,seed-initial-2026
FIN-100267,ONRD-2021-AUTO-00089,ONR-Corporate,Autonomy,Equipment,2021,Q1,260094.18,242837.84,93.4,17256.34,Closed,seed-initial-2026
FIN-100268,ONRD-2021-QNTM-00090,Code-35,Quantum,Training,2021,Q4,334582.5,244263.81,73.0,90318.69,Closed,seed-initial-2026
FIN-100269,ONRD-2021-QNTM-00090,Code-35,Quantum,Personnel,2021,Q1,429317.16,456076.29,106.2,-26759.13,Closed,seed-initial-2026
FIN-100270,ONRD-2021-QNTM-00090,Code-35,Quantum,Contractors,2021,Q4,50100.33,46150.28,92.1,3950.05,Closed,seed-initial-2026
FIN-100271,ONRD-2021-CYBR-00091,ONR-Corporate,Cyber,Personnel,2021,Q3,596316.78,437323.28,73.3,158993.5,Closed,seed-initial-2026
FIN-100272,ONRD-2021-CYBR-00091,ONR-Corporate,Cyber,Training,2021,Q3,700802.92,588575.32,84.0,112227.6,Closed,seed-initial-2026
FIN-100273,ONRD-2021-CYBR-00091,ONR-Corporate,Cyber,Supplies,2021,Q3,346880.29,356113.75,102.7,-9233.46,Closed,seed-initial-2026
FIN-100274,ONRD-2021-USEA-00092,Code-32,Undersea,Other Direct Costs,2021,Q3,383050.28,384518.23,100.4,-1467.95,Closed,seed-initial-2026
FIN-100275,ONRD-2021-USEA-00092,Code-32,Undersea,Travel,2021,Q4,198544.64,207156.66,104.3,-8612.02,Closed,seed-initial-2026
FIN-100276,ONRD-2021-USEA-00092,Code-32,Undersea,Personnel,2021,Q4,376405.08,309160.96,82.1,67244.12,Closed,seed-initial-2026
FIN-100277,ONRD-2021-BIOT-00093,Code-32,Biotech,Equipment,2021,Q1,1128616.72,936382.3,83.0,192234.42,Closed,seed-initial-2026
FIN-100278,ONRD-2021-BIOT-00093,Code-32,Biotech,Supplies,2021,Q3,671341.3,705203.48,105.0,-33862.18,Closed,seed-initial-2026
FIN-100279,ONRD-2021-BIOT-00093,Code-32,Biotech,Facilities,2021,Q2,681041.98,593588.32,87.2,87453.66,Closed,seed-initial-2026
FIN-100280,ONRD-2021-CYBR-00094,Code-30,Cyber,Equipment,2021,Q1,32072.39,32398.52,101.0,-326.13,Closed,seed-initial-2026
FIN-100281,ONRD-2021-CYBR-00094,Code-30,Cyber,Supplies,2021,Q1,259999.1,197044.71,75.8,62954.39,Closed,seed-initial-2026
FIN-100282,ONRD-2021-CYBR-00094,Code-30,Cyber,Other Direct Costs,2021,Q4,50928.51,45953.51,90.2,4975.0,Closed,seed-initial-2026
FIN-100283,ONRD-2021-BIOT-00095,Code-35,Biotech,Training,2021,Q1,78914.72,60775.84,77.0,18138.88,Closed,seed-initial-2026
FIN-100284,ONRD-2021-BIOT-00095,Code-35,Biotech,Training,2021,Q4,85009.65,70826.56,83.3,14183.09,Closed,seed-initial-2026
FIN-100285,ONRD-2021-BIOT-00095,Code-35,Biotech,Supplies,2021,Q2,24075.63,25502.34,105.9,-1426.71,Closed,seed-initial-2026
FIN-100286,ONRD-2021-CYBR-00096,Code-32,Cyber,Contractors,2021,Q4,53938.42,54536.16,101.1,-597.74,Closed,seed-initial-2026
FIN-100287,ONRD-2021-CYBR-00096,Code-32,Cyber,Other Direct Costs,2021,Q4,49409.18,36335.52,73.5,13073.66,Closed,seed-initial-2026
FIN-100288,ONRD-2021-CYBR-00096,Code-32,Cyber,Training,2021,Q2,90652.4,81929.31,90.4,8723.09,Closed,seed-initial-2026
FIN-100289,ONRD-2021-CYBR-00097,Code-30,Cyber,Contractors,2021,Q4,116794.32,98152.64,84.0,18641.68,Closed,seed-initial-2026
FIN-100290,ONRD-2021-CYBR-00097,Code-30,Cyber,Other Direct Costs,2021,Q4,212186.32,197855.51,93.2,14330.81,Closed,seed-initial-2026
FIN-100291,ONRD-2021-CYBR-00097,Code-30,Cyber,Travel,2021,Q4,92019.35,77526.82,84.3,14492.53,Closed,seed-initial-2026
FIN-100292,ONRD-2021-AUTO-00098,Code-34,Autonomy,Facilities,2021,Q2,210857.23,183994.5,87.3,26862.73,Closed,seed-initial-2026
FIN-100293,ONRD-2021-AUTO-00098,Code-34,Autonomy,Personnel,2021,Q2,288360.18,219142.82,76.0,69217.36,Closed,seed-initial-2026
FIN-100294,ONRD-2021-AUTO-00098,Code-34,Autonomy,Contractors,2021,Q3,71782.6,58828.65,82.0,12953.95,Closed,seed-initial-2026
FIN-100295,ONRD-2021-QNTM-00099,Code-30,Quantum,Contractors,2021,Q3,85584.69,86176.5,100.7,-591.81,Closed,seed-initial-2026
FIN-100296,ONRD-2021-QNTM-00099,Code-30,Quantum,Personnel,2021,Q4,2478.2,2125.42,85.8,352.78,Closed,seed-initial-2026
FIN-100297,ONRD-2021-QNTM-00099,Code-30,Quantum,Equipment,2021,Q4,27937.11,22976.23,82.2,4960.88,Closed,seed-initial-2026
FIN-100298,ONRD-2021-MATL-00100,Code-34,Materials,Supplies,2021,Q3,38156.07,40174.76,105.3,-2018.69,Closed,seed-initial-2026
FIN-100299,ONRD-2021-MATL-00100,Code-34,Materials,Contractors,2021,Q2,114059.05,91877.49,80.6,22181.56,Closed,seed-initial-2026
FIN-100300,ONRD-2021-MATL-00100,Code-34,Materials,Personnel,2021,Q3,70784.88,73753.0,104.2,-2968.12,Closed,seed-initial-2026
FIN-100301,ONRD-2021-MATL-00101,Code-31,Materials,Contractors,2021,Q4,76020.43,69894.2,91.9,6126.23,Closed,seed-initial-2026
FIN-100302,ONRD-2021-MATL-00101,Code-31,Materials,Equipment,2021,Q3,45086.41,47851.53,106.1,-2765.12,Closed,seed-initial-2026
FIN-100303,ONRD-2021-MATL-00101,Code-31,Materials,Personnel,2021,Q2,9893.16,7345.3,74.2,2547.86,Closed,seed-initial-2026
FIN-100304,ONRD-2021-QNTM-00102,Code-30,Quantum,Personnel,2021,Q1,134033.43,120729.73,90.1,13303.7,Closed,seed-initial-2026
FIN-100305,ONRD-2021-QNTM-00102,Code-30,Quantum,Equipment,2021,Q1,196289.36,159134.92,81.1,37154.44,Closed,seed-initial-2026
FIN-100306,ONRD-2021-QNTM-00102,Code-30,Quantum,Facilities,2021,Q4,140677.21,107078.21,76.1,33599.0,Closed,seed-initial-2026
FIN-100307,ONRD-2021-AIML-00103,Code-30,AI/ML,Facilities,2021,Q2,39719.61,28815.05,72.5,10904.56,Closed,seed-initial-2026
FIN-100308,ONRD-2021-AIML-00103,Code-30,AI/ML,Equipment,2021,Q4,4169.98,3892.77,93.4,277.21,Closed,seed-initial-2026
FIN-100309,ONRD-2021-AIML-00103,Code-30,AI/ML,Travel,2021,Q2,15110.41,14641.69,96.9,468.72,Closed,seed-initial-2026
FIN-100310,ONRD-2021-MATL-00104,ONR-Corporate,Materials,Other Direct Costs,2021,Q4,118137.21,120048.19,101.6,-1910.98,Closed,seed-initial-2026
FIN-100311,ONRD-2021-MATL-00104,ONR-Corporate,Materials,Training,2021,Q3,68515.93,73151.64,106.8,-4635.71,Closed,seed-initial-2026
FIN-100312,ONRD-2021-MATL-00104,ONR-Corporate,Materials,Personnel,2021,Q3,118346.86,88110.06,74.5,30236.8,Closed,seed-initial-2026
FIN-100313,ONRD-2021-USEA-00105,ONR-Corporate,Undersea,Personnel,2021,Q4,52437.66,55227.21,105.3,-2789.55,Closed,seed-initial-2026
FIN-100314,ONRD-2021-USEA-00105,ONR-Corporate,Undersea,Facilities,2021,Q4,22879.35,17792.95,77.8,5086.4,Closed,seed-initial-2026
FIN-100315,ONRD-2021-USEA-00105,ONR-Corporate,Undersea,Equipment,2021,Q2,47682.98,42193.53,88.5,5489.45,Closed,seed-initial-2026
FIN-100316,ONRD-2021-USEA-00106,Code-34,Undersea,Equipment,2021,Q2,325577.09,286585.28,88.0,38991.81,Closed,seed-initial-2026
FIN-100317,ONRD-2021-USEA-00106,Code-34,Undersea,Contractors,2021,Q2,14699.3,12559.11,85.4,2140.19,Closed,seed-initial-2026
FIN-100318,ONRD-2021-USEA-00106,Code-34,Undersea,Other Direct Costs,2021,Q1,148723.61,158577.46,106.6,-9853.85,Closed,seed-initial-2026
FIN-100319,ONRD-2021-AIML-00107,Code-30,AI/ML,Other Direct Costs,2021,Q2,40894.17,41283.2,101.0,-389.03,Closed,seed-initial-2026
FIN-100320,ONRD-2021-AIML-00107,Code-30,AI/ML,Travel,2021,Q2,187693.62,155373.15,82.8,32320.47,Closed,seed-initial-2026
FIN-100321,ONRD-2021-AIML-00107,Code-30,AI/ML,Equipment,2021,Q3,184412.21,194298.08,105.4,-9885.87,Closed,seed-initial-2026
FIN-100322,ONRD-2021-AIML-00108,Code-35,AI/ML,Contractors,2021,Q4,249080.85,239432.35,96.1,9648.5,Closed,seed-initial-2026
FIN-100323,ONRD-2021-AIML-00108,Code-35,AI/ML,Contractors,2021,Q4,83586.62,85994.11,102.9,-2407.49,Closed,seed-initial-2026
FIN-100324,ONRD-2021-AIML-00108,Code-35,AI/ML,Travel,2021,Q3,53332.53,46435.05,87.1,6897.48,Closed,seed-initial-2026
FIN-100325,ONRD-2022-MATL-00109,Code-34,Materials,Facilities,2022,Q4,195207.1,167670.52,85.9,27536.58,Closed,seed-initial-2026
FIN-100326,ONRD-2022-MATL-00109,Code-34,Materials,Personnel,2022,Q4,1001422.13,747830.37,74.7,253591.76,Closed,seed-initial-2026
FIN-100327,ONRD-2022-MATL-00109,Code-34,Materials,Training,2022,Q2,837370.77,757105.68,90.4,80265.09,Closed,seed-initial-2026
FIN-100328,ONRD-2022-BIOT-00110,Code-32,Biotech,Training,2022,Q4,188467.83,146613.22,77.8,41854.61,Closed,seed-initial-2026
FIN-100329,ONRD-2022-BIOT-00110,Code-32,Biotech,Training,2022,Q2,168892.25,174172.57,103.1,-5280.32,Closed,seed-initial-2026
FIN-100330,ONRD-2022-BIOT-00110,Code-32,Biotech,Personnel,2022,Q2,206639.92,185422.32,89.7,21217.6,Closed,seed-initial-2026
FIN-100331,ONRD-2022-AUTO-00111,ONR-Corporate,Autonomy,Other Direct Costs,2022,Q4,1721425.27,1346216.68,78.2,375208.59,Closed,seed-initial-2026
FIN-100332,ONRD-2022-AUTO-00111,ONR-Corporate,Autonomy,Personnel,2022,Q1,258597.02,233126.97,90.2,25470.05,Closed,seed-initial-2026
FIN-100333,ONRD-2022-AUTO-00111,ONR-Corporate,Autonomy,Facilities,2022,Q1,407977.71,376482.92,92.3,31494.79,Closed,seed-initial-2026
FIN-100334,ONRD-2022-MATL-00112,Code-30,Materials,Facilities,2022,Q2,2528793.53,2554813.14,101.0,-26019.61,Closed,seed-initial-2026
FIN-100335,ONRD-2022-MATL-00112,Code-30,Materials,Equipment,2022,Q2,2242751.15,2290965.71,102.1,-48214.56,Closed,seed-initial-2026
FIN-100336,ONRD-2022-MATL-00112,Code-30,Materials,Personnel,2022,Q2,1538455.32,1198220.08,77.9,340235.24,Closed,seed-initial-2026
FIN-100337,ONRD-2022-DEWX-00113,Code-30,Directed Energy,Other Direct Costs,2022,Q4,793790.73,622601.07,78.4,171189.66,Closed,seed-initial-2026
FIN-100338,ONRD-2022-DEWX-00113,Code-30,Directed Energy,Supplies,2022,Q3,985658.52,970937.8,98.5,14720.72,Closed,seed-initial-2026
FIN-100339,ONRD-2022-DEWX-00113,Code-30,Directed Energy,Training,2022,Q1,857550.75,914764.52,106.7,-57213.77,Closed,seed-initial-2026
FIN-100340,ONRD-2022-USEA-00114,Code-32,Undersea,Other Direct Costs,2022,Q2,244511.31,254233.8,104.0,-9722.49,Closed,seed-initial-2026
FIN-100341,ONRD-2022-USEA-00114,Code-32,Undersea,Supplies,2022,Q4,525583.09,499477.21,95.0,26105.88,Closed,seed-initial-2026
FIN-100342,ONRD-2022-USEA-00114,Code-32,Undersea,Other Direct Costs,2022,Q4,162905.6,134053.87,82.3,28851.73,Closed,seed-initial-2026
FIN-100343,ONRD-2022-QNTM-00115,Code-34,Quantum,Other Direct Costs,2022,Q3,37915.12,36838.2,97.2,1076.92,Closed,seed-initial-2026
FIN-100344,ONRD-2022-QNTM-00115,Code-34,Quantum,Contractors,2022,Q1,17862.5,19036.94,106.6,-1174.44,Closed,seed-initial-2026
FIN-100345,ONRD-2022-QNTM-00115,Code-34,Quantum,Personnel,2022,Q4,20222.38,15152.89,74.9,5069.49,Closed,seed-initial-2026
FIN-100346,ONRD-2022-AIML-00116,Code-31,AI/ML,Contractors,2022,Q3,135751.86,103169.39,76.0,32582.47,Closed,seed-initial-2026
FIN-100347,ONRD-2022-AIML-00116,Code-31,AI/ML,Personnel,2022,Q1,240812.27,235491.3,97.8,5320.97,Closed,seed-initial-2026
FIN-100348,ONRD-2022-AIML-00116,Code-31,AI/ML,Other Direct Costs,2022,Q3,10435.87,10741.73,102.9,-305.86,Closed,seed-initial-2026
FIN-100349,ONRD-2022-AIML-00117,Code-34,AI/ML,Supplies,2022,Q4,145128.22,140020.6,96.5,5107.62,Closed,seed-initial-2026
FIN-100350,ONRD-2022-AIML-00117,Code-34,AI/ML,Travel,2022,Q2,249524.4,248734.83,99.7,789.57,Closed,seed-initial-2026
FIN-100351,ONRD-2022-AIML-00117,Code-34,AI/ML,Training,2022,Q2,501347.38,459567.09,91.7,41780.29,Closed,seed-initial-2026
FIN-100352,ONRD-2022-DEWX-00118,Code-35,Directed Energy,Personnel,2022,Q4,16325.65,13050.61,79.9,3275.04,Closed,seed-initial-2026
FIN-100353,ONRD-2022-DEWX-00118,Code-35,Directed Energy,Personnel,2022,Q3,49449.36,39111.61,79.1,10337.75,Closed,seed-initial-2026
FIN-100354,ONRD-2022-DEWX-00118,Code-35,Directed Energy,Personnel,2022,Q2,68224.99,63823.15,93.5,4401.84,Closed,seed-initial-2026
FIN-100355,ONRD-2022-USEA-00119,Code-32,Undersea,Personnel,2022,Q4,63806.17,62374.92,97.8,1431.25,Closed,seed-initial-2026
FIN-100356,ONRD-2022-USEA-00119,Code-32,Undersea,Travel,2022,Q3,26154.69,20199.54,77.2,5955.15,Closed,seed-initial-2026
FIN-100357,ONRD-2022-USEA-00119,Code-32,Undersea,Travel,2022,Q1,61039.14,50233.47,82.3,10805.67,Closed,seed-initial-2026
